"Data Source","World Development Indicators",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014",
"Aruba","ABW","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.029310471165824","","","2.13878445335259","3.60598593665485","3.98141538029422","6.16435217012695","13.4825401105568","16.5092782143565","57.0542769177772","65.0560555818727","72.1043137659125","99.6425026837617","103.384950665294","108.132500247942","112.218061826337","119.203899589517","126.210337415449","129.728240007087","","131.856540084388","134.873823012117","",
"Andorra","AND","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.30721173434741","1.2786256413619","1.25025914172261","4.42415510383061","8.53844478327162","13.446715556249","22.1273060706281","32.1453092815679","35.9990213917644","43.2779411764706","45.771158168037","68.6025144428434","73.8249430812042","79.4848749738375","84.2776359661443","78.1171578999164","80.2836098988358","82.0618111087097","84.0681838602436","83.5343222243627","81.5020418580909","80.7026180918478","",
"Afghanistan","AFG","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.112598380583067","0.865196277129635","2.49805547198635","4.8268653672611","9.83316402199469","17.7162433091531","29.2203737639231","37.8949369729604","45.7781747410681","60.326319991974","65.4521934557507","70.6613588505821","",
"Angola","AGO","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00967274806993502","0.0155320863611251","0.0164725973304149","0.0264858220944599","0.0551308427201176","0.0747476202169325","0.177638088448373","0.18532229605463","0.521366176807227","0.940444725562779","2.26962128126606","4.63174063003565","9.73816117331956","17.8398962435718","28.0109823255738","36.9836895376714","42.8465734823648","48.1012090362719","59.8261885613283","61.4062757783485","61.8732971124952","",
"Albania","ALB","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0688407781641841","0.0990599213464225","0.168397958054474","0.331772023673718","0.901406013044683","11.9488728833469","26.0755314076865","33.9570628375448","39.1639566854891","47.8780274894951","60.0673423758473","73.3503841486794","58.9123514861522","78.1845877027214","85.4682469970411","98.2915345940227","110.686531631206","116.157208130034","",
"Arab World","ARB","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0.00136552306844638","0.00203251525981833","0.00274058916604016","0.00448781030597504","0.0113801091384047","0.0173610847101744","0.0197668054138026","0.0287276516717811","0.0388256339718067","0.0560618657430695","0.0635700870907396","0.0812980040550881","0.105012026801567","0.19762325519759","0.355462105251347","0.611174873183797","0.935105894542651","1.490951415154","3.17849592905688","5.74661080296725","8.52664458467019","11.5963824820255","16.8376943659025","26.7900399565812","38.8456720406888","52.5371804026995","62.9209688151243","76.1563666129976","87.6288181116766","98.873313879802","105.037174595446","110.012610322581","",
"United Arab Emirates","ARE","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","","","","","","","","","","","","","","","","","","","","","","","0.201598075733389","0.293241619904886","0.386440147185469","0.588175039228989","0.784279371931755","0.905137186608379","0.859014274439618","1.46132149248573","1.85873441321275","2.25408568754121","2.43018176561381","3.32773415087997","4.09863275868789","5.49664259335423","7.84495772641361","11.8579467250391","17.9145944540363","28.7618604612586","47.1893223260216","60.9591188542909","75.3131000949451","88.2192615932192","100.668523813923","109.285872848186","113.201428571722","133.362864082485","137.641379482793","138.266868731391","129.431630756342","131.398037623349","149.639085818048","171.873799302364","",
"Argentina","ARG","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00714942773338242","0.0367817512490623","0.075585346528882","0.138988317195146","0.329780857381351","0.701068622153627","1.16381892109268","1.89150032880493","5.62910956998472","7.39659559567715","10.540642447322","17.5810590485609","18.0874244208887","17.4519490973966","20.6535373030331","35.2722883702454","57.3289942567057","80.8188264138509","102.721528270687","117.221183351189","131.129449217276","141.383021999383","149.090622449436","156.56475598674","162.527421663231","",
"Armenia","ARM","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00945350843331732","0.159354829662435","0.25156137667132","0.26378393054541","0.568447429178134","0.833474947384933","2.3416131659907","3.76738453349635","6.71951037330136","10.5490134554285","41.9513598638122","62.7586975004365","48.4300860322527","73.8337700806629","130.43223274133","108.336200963524","111.914663156714","112.420655211408","",
"American Samoa","ASM","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","1.41137568804565","1.77427304090685","2.31628930453414","2.36411090517078","2.41071097429811","2.54814167667722","2.68341115225675","3.17080045095829","3.46302284343382","3.70599559955996","3.46677110115956","3.55227768662145","3.79669940265263","","","","","","","","","","",
